"clave_institucion","clave_producto_hipotecario","producto_hipotecario","clave"
"040014","9819","Hipoteca Santander Premier Mejora de Condiciones Pagos Crecientes Seguro Mensual. Tasa 8.49","0400149819"
"040014","9820","Hipoteca Santander Premier Mejora de Condiciones Pagos Congelados Seguro Financiado. Tasa 8.49","0400149820"
"040014","9821","Hipoteca Santander Premier Mejora de condiciones Pagos Congelados Seguro Mensual. Tasa 8.49","0400149821"
"040014","9822","Hipoteca Santander Premier Mejora de Condiciones  Pagos Crecientes Seguro Financiado","0400149822"
"040014","9823","Hipoteca Santander Premier Mejora de Condiciones Pagos Crecientes Seguro Mensual","0400149823"
"040014","9824","Hipoteca Santander Premier Mejora de Condiciones Pagos Congelados Seguro Financiado","0400149824"
"040014","9825","Hipoteca Santander Premier Mejora de condiciones Pagos Congelados Seguro Mensual","0400149825"
"040014","9826","Hipoteca PYME Santander Adquisición Pagos Congelados Seguro Financiado","0400149826"
"040014","9865","Hipoteca Santander Select Adquisición Pagos Crecientes Seguro Financiado","0400149865"
"040014","9866","Hipoteca Santander Select COFINAVIT Pagos Crecientes Seguro Financiado","0400149866"
"040014","9867","Hipoteca Santander Select FOVISSSTE Pagos Crecientes Seguro Financiado","0400149867"
"040014","9868","Hipoteca Santander Select Sustitución Pagos Crecientes Seguro Financiado","0400149868"
"040014","9869","Hipoteca Santander Select Liquidez Pagos Crecientes Seguro Financiado","0400149869"
"040014","9870","Hipoteca Santander Select Adquisición con Apoyo INFONAVIT Pagos Crecientes Seguro Financiado","0400149870"
"040014","9871","Hipoteca Santander Select Mejora de Condiciones  Pagos Crecientes Seguro Financiado","0400149871"
"040014","9872","Hipoteca Santander Select Adquisición Pagos Crecientes Seguro Mensual","0400149872"
"040014","9873","Hipoteca Santander Select COFINAVIT Pagos Crecientes Seguro Mensual","0400149873"
"040014","9874","Hipoteca Santander Select FOVISSSTE Pagos Crecientes Seguro Mensual","0400149874"
"040014","9875","Hipoteca Santander Select Sustitución Pagos Crecientes Seguro Mensual","0400149875"
"040014","9876","Hipoteca Santander Select Liquidez Pagos Crecientes Seguro Mensual","0400149876"
"040014","9877","Hipoteca Santander Select  Adquisición con Apoyo INFONAVIT Pagos Crecientes Seguro Mensual","0400149877"
"040014","9878","Hipoteca Santander Select  Mejora de Condiciones Pagos Crecientes Seguro Mensual","0400149878"
"040014","9879","Hipoteca Santander Select Adquisición Pagos Congelados Seguro Financiado","0400149879"
"040014","9880","Hipoteca Santander Select COFINAVIT Pagos Congelados Seguro Financiado","0400149880"
"040014","9881","Hipoteca Santander Select FOVISSSTE Pagos Congelados Seguro Financiado","0400149881"
"040014","9882","Hipoteca Santander Select Sustitución Pagos Congelados Seguro Financiado","0400149882"
"040014","9883","Hipoteca Santander Select Liquidez Pagos Congelados Seguro Financiado","0400149883"
"040014","9884","Hipoteca Santander Select Adquisición con Apoyo INFONAVIT Pagos Congelados Seguro Financiado","0400149884"
"040014","9885","Hipoteca Santander Select Mejora de Condiciones Pagos Congelados Seguro Financiado","0400149885"
"040014","9886","Hipoteca Santander Select Adquisición Pagos Congelados Seguro Mensual","0400149886"
"040014","9887","Hipoteca Santander Select COFINAVIT Pagos Congelados Seguro Mensual","0400149887"
"040014","9888","Hipoteca Santander Select FOVISSSTE Pagos Congelados Seguro Mensual","0400149888"
"040014","9889","Hipoteca Santander Select Sustitución Pagos Congelados Seguro Mensual","0400149889"
"040014","9890","Hipoteca Santander Select  Liquidez Pagos Congelados Seguro Mensual","0400149890"
"040014","9891","Hipoteca Santander Select Adquisición con Apoyo INFONAVIT Pagos Congelados Seguro Mensual","0400149891"
"040014","9892","Hipoteca Santander Select Construcción en terreno propio Pagos Congelados Seguro Mensual","0400149892"
"040014","9893","Hipoteca Santander Select Adquisición de terreno + Construcción Pagos Congelados Seguro Mensual","0400149893"
"040014","9894","Hipoteca Santander Select Mejora de condiciones Pagos Congelados Seguro Mensual","0400149894"
"040014","9930","Hipoteca Santander Premier Remodelación y ampliación Pagos Congelados Seguro Financiado","0400149930"
"040014","9931","Hipoteca Santander Premier Remodelación y ampliación Pagos Congelados Seguro Mensual","0400149931"
"040014","9932","Hipoteca Santander Premier Remodelación y ampliación Pagos Crecientes Seguro Financiado","0400149932"
"040014","9933","Hipoteca Santander Premier Remodelación y ampliación Pagos Crecientes Seguro Mensual","0400149933"
"040014","9934","Hipoteca Santander Select Remodelación y ampliación Pagos Congelados Seguro Financiado","0400149934"
"040014","9935","Hipoteca Santander Select Remodelación y ampliación Pagos Congelados Seguro Mensual","0400149935"
"040014","9936","Hipoteca Santander Select Remodelación y ampliación Pagos Crecientes Seguro Financiado","0400149936"
"040014","9937","Hipoteca Santander Select Remodelación y ampliación Pagos Crecientes Seguro Mensual","0400149937"
"040014","9938","Hipoteca 10 x 1000 Terminación de Obra Pagos Congelados Seguro Financiado","0400149938"
"040014","9939","Hipoteca 10 x 1000 Terminación de Obra Pagos Congelados Seguro Mensual","0400149939"
"040014","9940","Hipoteca 10x1000 Terminación de Obra Pagos Crecientes Seguro Financiado","0400149940"
"040014","9941","Hipoteca 10x1000 Terminación de Obra Pagos Crecientes Seguro Mensual","0400149941"
"040014","9942","Hipoteca Santander Premier Terminación de Obra Pagos Congelados Seguro Financiado","0400149942"
"040014","9943","Hipoteca Santander Premier Terminación de Obra Pagos Congelados Seguro Mensual","0400149943"
"040014","9944","Hipoteca Santander Premier Terminación de Obra Pagos Crecientes Seguro Financiado","0400149944"
"040014","9945","Hipoteca Santander Premier Terminación de Obra Pagos Crecientes Seguro Mensual","0400149945"
"040014","9946","Hipoteca Santander Select Terminación de Obra Pagos Congelados Seguro Financiado","0400149946"
"040014","9947","Hipoteca Santander Select Terminación de Obra Pagos Congelados Seguro Mensual","0400149947"
"040014","9948","Hipoteca Santander Select Terminación de Obra Pagos Crecientes Seguro Financiado","0400149948"
"040014","9949","Hipoteca Santander Select Terminación de Obra Pagos Crecientes Seguro Mensual","0400149949"
"040014","9950","Hipoteca Inteligente Santander Terminación de Obra Pagos Variables Seguro Financiado","0400149950"
"040014","9951","Hipoteca Inteligente Santander Terminación de Obra Pagos Variables Seguro Mensual","0400149951"
"040014","9952","HIPOTECA RIF SANTANDER ADQUISION PAGOS CONGELADOS SEGURO MENSUAL","0400149952"
"040014","9953","Hipoteca Personal Santander Adquisición Pagos Fijos Seguro Financiado","0400149953"
"040014","9954","Hipoteca Personal Santander Adquisición con Apoyo INFONAVIT Pagos Fijos Seguro Financiado","0400149954"
"040014","9955","Hipoteca Personal Santander COFINAVIT Pagos Fijos Seguro Financiado","0400149955"
"040014","9956","Hipoteca Personal Santander FOVISSSTE Pagos Fijos Seguro Financiado","0400149956"
"040014","9957","Hipoteca Personal Santander Sustitución Pagos Fijos Seguro Financiado","0400149957"
"040014","9958","Hipoteca Personal Santander Remodelación y ampliación Pagos Fijos Seguro Financiado","0400149958"
"040014","9959","Hipoteca Personal Santander Terminación de Obra Pagos Fijos Seguro Financiado","0400149959"
"040014","9960","Hipoteca Personal Santander Liquidez Pagos Fijos Seguro Financiado","0400149960"
"040014","9961","Hipoteca Personal Santander Mejora de Condiciones Pagos Fijos Seguro Financiado","0400149961"
"040014","9962","Hipoteca Personal Santander Adquisición Pagos Crecientes Seguro Financiado","0400149962"
"040014","9963","Hipoteca Personal Santander Adquisición con Apoyo INFONAVIT Pagos Crecientes Seguro Financiado","0400149963"
"040014","9964","Hipoteca Personal Santander COFINAVIT Pagos Crecientes Seguro Financiado","0400149964"
"040014","9965","Hipoteca Personal Santander FOVISSSTE Pagos Crecientes Seguro Financiado","0400149965"
"040014","9966","Hipoteca Personal Santander Sustitución Pagos Crecientes Seguro Financiado","0400149966"
"040014","9967","Hipoteca Personal Santander Remodelación y ampliación Pagos Crecientes Seguro Financiado","0400149967"
"040014","9968","Hipoteca Personal Santander Terminación de Obra Pagos Crecientes Seguro Financiado","0400149968"
"040014","9969","Hipoteca Personal Santander Liquidez Pagos Crecientes Seguro Financiado","0400149969"
"040014","9970","Hipoteca Personal Santander Mejora de Condiciones Pagos Crecientes Seguro Financiado","0400149970"
"040014","9971","Hipoteca Personal Santander Adquisición Pagos Fijos Seguro Mensual","0400149971"
"040014","9972","Hipoteca Personal Santander Adquisición con Apoyo INFONAVIT Pagos Fijos Seguro Mensual","0400149972"
"040014","9973","Hipoteca Personal Santander COFINAVIT Pagos Fijos Seguro Mensual","0400149973"
"040014","9974","Hipoteca Personal Santander FOVISSSTE Pagos Fijos Seguro Mensual","0400149974"
"040014","9975","Hipoteca Personal Santander Sustitución Pagos Fijos Seguro Mensual","0400149975"
"040014","9976","Hipoteca Personal Santander Remodelación y ampliación Pagos Fijos Seguro Mensual","0400149976"
"040014","9977","Hipoteca Personal Santander Terminación de Obra Pagos Fijos Seguro Mensual","0400149977"
"040014","9978","Hipoteca Personal Santander Liquidez Pagos Fijos Seguro Mensual","0400149978"
"040014","9979","Hipoteca Personal Santander Mejora de Condiciones Pagos Fijos Seguro Mensual","0400149979"
"040014","9980","Hipoteca Personal Santander Construcción en terreno propio Pagos Fijos Seguro Mensual","0400149980"
"040014","9981","Hipoteca Personal Santander Adquisición de terreno + Construcción Pagos Fijos Seguro Mensual","0400149981"
"040014","9982","Hipoteca Personal Santander Adquisición Pagos Crecientes Seguro Mensual","0400149982"
"040014","9983","Hipoteca Personal Santander Adquisición con Apoyo INFONAVIT Pagos Crecientes Seguro Mensual","0400149983"
"040014","9984","Hipoteca Personal Santander COFINAVIT Pagos Crecientes Seguro Mensual","0400149984"
"040014","9985","Hipoteca Personal Santander FOVISSSTE Pagos Crecientes Seguro Mensual","0400149985"
"040014","9986","Hipoteca Personal Santander Sustitución Pagos Crecientes Seguro Mensual","0400149986"
"040014","9987","Hipoteca Personal Santander Remodelación y ampliación Pagos Crecientes Seguro Mensual","0400149987"
"040014","9988","Hipoteca Personal Santander Terminación de Obra Pagos Crecientes Seguro Mensual","0400149988"
"040014","9989","Hipoteca Personal Santander Liquidez Pagos Crecientes Seguro Mensual","0400149989"
"040014","9990","Hipoteca Personal Santander Mejora de Condiciones Pagos Crecientes Seguro Mensual","0400149990"
"040016","0","No aplica","0400160"
"040017","0","No aplica","0400170"
"040021","0","No aplica","0400210"
"040021","1000517","Hipoteca HSBC Remodela","0400211000517"
"040021","1000520","Hipoteca HSBC Construye","0400211000520"
"040021","4050","Credito Hipotecario con Apoyo Infonavit","0400214050"
"040021","4051","Hipotecario Tasa Fija Asalariado","0400214051"
"040021","4052","Hipotecario Tasaa Fija No Asalariado","0400214052"
"040021","4053","Hipotecario Tasa Fija Apoyo Infonavit","0400214053"
"040021","4054","Hipotecario Tasa Fija Cofinavit","0400214054"
"040021","4055","Hipotecario Tasa Fija Alia2","0400214055"
"040021","4056","Hipotecario Tasa Fija Respalda2","0400214056"
"040021","4090","Vivienda con Aforo 90%","0400214090"
"040021","4100","Vivienda con Aforo 80%","0400214100"
"040021","4110","Vivienda con Aforo 70%","0400214110"
"040021","4120","Vivienda con Aforo 60%","0400214120"
"040021","4130","Vivienda con Aforo 50%","0400214130"
"040021","4150","Remodelacion","0400214150"
"040021","4200","Liquidez","0400214200"
"040021","4250","Pago de Hipotecas","0400214250"
"040021","4255","Adquisicion Promocion","0400214255"
"040021","4260","Credito Hipotecario HSBC Pesos Tasa Fija","0400214260"
"040021","4265","Credito Hipotecario HSBC con Apoyo Infonavit","0400214265"
"040021","4270","Credito Hipotecario HSBC con Cofinavit","0400214270"
"040021","4275","Adquisicion de Vivienda Tradicional PTF","0400214275"
"040021","4299","CO PARTICIPACION SEGUNDO CREDITO INFONAVIT","0400214299"
"040022","0","No aplica","0400220"
"040025","0","No aplica","0400250"
"040028","0","No aplica","0400280"
"040030","0","No aplica","0400300"
"040030","4500","CrediBajio Casa Economica Esquema Tradicional (No Clientes)","0400304500"
"040030","4501","CrediBajio Casa Economica Pagos Reducidos (No Clientes)","0400304501"
"040030","4502","CrediBajio Casa Esquema Tradicional (Clientes)","0400304502"
"040030","4503","CrediBajio Casa Esquema Tradicional ( No Clientes)","0400304503"
"040030","4504","CrediBajio Casa Pagos Reducidos (Clientes)","0400304504"
"040030","4505","CrediBajio Casa Pagos Reducidos ( No Clientes)","0400304505"
"040030","4506","CrediBajio Casa Esquema Tradicional con Apoyo Infonavit (Clientes)","0400304506"
"040030","4507","CrediBajio Casa Esquema Tradicional con Apoyo Infonavit ( No Clientes)","0400304507"
"040030","4508","CrediBajio Casa Esquema Tradicional Cofinavit Individual","0400304508"
"040030","4509","CrediBajio Casa Esquema Tradicional Cofinavit ( No Clientes)","0400304509"
"040030","4510","CrediBajio Mejora tu Hipoteca Casa Economica Esquema Tradicional (No Clientes)","0400304510"
"040030","4511","CrediBajio Mejora tu Hipoteca Casa Economica Pagos Reducidos (No Clientes)","0400304511"
"040030","4512","CrediBajio Mejora tu Hipoteca Casa Esquema Tradicional (Clientes)","0400304512"
"040030","4513","CrediBajio Mejora tu Hipoteca Casa Esquema Tradicional ( No Clientes)","0400304513"
"040030","4514","CrediBajio Mejora tu Hipoteca Casa Pagos Reducidos (Clientes)","0400304514"
"040030","4515","CrediBajio Mejora tu Hipoteca Casa Pagos Reducidos ( No Clientes)","0400304515"
"040030","4516","CrediBajio Mejora tu Hipoteca Casa Esquema Tradicional con Apoyo Infonavit (Clientes)","0400304516"
"040030","4517","CrediBajio Mejora tu Hipoteca Casa Esquema Tradicional con Apoyo Infonavit ( No Clientes)","0400304517"
"040030","4518","CrediBajio Adquisición Terreno","0400304518"
"040030","4519","CrediBajio Terreno Esquema Tradicional ( No Clientes)","0400304519"
"040030","4520","CrediBajio Terreno Pagos Reducidos (Clientes)","0400304520"
"040030","4521","CrediBajio Terreno Pagos Reducidos ( No Clientes)","0400304521"
"040030","4522","CrediBajio Remodelacion","0400304522"
"040030","4523","CrediBajio Remodelacion Esquema Tradicional ( No Clientes)","0400304523"
"040030","4524","CrediBajio Remodelacion Pagos Reducidos (Clientes)","0400304524"
"040030","4525","CrediBajio Remodelacion Pagos Reducidos ( No Clientes)","0400304525"
"040030","4526","CrediBajio Sustitucion de Pasivos Esquema Tradicional (Clientes)","0400304526"
"040030","4527","CrediBajio Sustitucion de Pasivos Esquema Tradicional ( No Clientes)","0400304527"
"040030","4528","CrediBajio Sustitucion de Pasivos Pagos Reducidos (Clientes)","0400304528"
"040030","4529","CrediBajio Sustitucion de Pasivos Pagos Reducidos ( No Clientes)","0400304529"
"040030","4530","CrediBajio Liquidez","0400304530"
"040030","4531","CrediBajio Liquidez Esquema Tradicional ( No Clientes)","0400304531"
"040030","4532","CrediBajio Liquidez Pagos Reducidos (Clientes)","0400304532"
"040030","4533","CrediBajio Liquidez Pagos Reducidos ( No Clientes)","0400304533"
"040030","4534","CrediBajio Casa Terminacion de Obra","0400304534"
"040030","4535","CrediBajío Casa Alia2 FOVISSSTE Cliente","0400304535"
"040030","4536","CrediBajío Casa Alia2 FOVISSSTE No Cliente","0400304536"
"040030","4537","CrediBajío Casa Terminación de Obra (Cliente)","0400304537"
"040030","4543","Pago de hipoteca","0400304543"
"040030","4544","CrediBajío Subrogación de Deudor","0400304544"
"040030","4549","Pago de hipoteca y Liquidez","0400304549"
"040030","4550","Hipoteca Protegida BanBajío Tasa Variable","0400304550"
"040030","4551","Hipoteca Protegida BanBajío Tasa Revisable","0400304551"
"040030","4552","Hipoteca Comercial BanBajío","0400304552"
"040030","4558","CrediBajío Casa Esquema Tradicional Cofinavit Conyugal","0400304558"
"040032","0","No aplica","0400320"
"040032","5201","Credito HIpotecario Liquidez de Uno","0400325201"
"040032","5202","Credito Hipotecario para Adquisicion de Vivienda de Uno","0400325202"
"040032","5250","Credito Hipotecario Casa Pagos Nivelados","0400325250"
"040032","5300","Credito Hipotecario Pago Puntual","0400325300"
"040032","5350","Liquidez Hipotecario","0400325350"
"040032","5360","Crédito Hipotecario Terminación de Obra","0400325360"
