"clave_institucion","clave_producto_hipotecario","producto_hipotecario","clave"
"040044","7410","Crediconstruccion Tradicional Pagos Oportunos","0400447410"
"040044","7420","Crediconstruccion Tradicional Pagos Oportunos con Apoyo Infonavit","0400447420"
"040044","7430","Crediremodelacion Pagos Oportunos","0400447430"
"040044","7440","Crediremodelacion Pagos Oportunos con Apoyo Infonavit","0400447440"
"040044","7480","Crediterreno Esquema Tradicional","0400447480"
"040044","75000","Credirenovación Pura Pagos Oportunos","04004475000"
"040044","75001","Credirenovación Pura Pagos Oportunos con Apoyo Infonavit","04004475001"
"040044","75002","Credirenovación Con Adquisición de Vivienda Pagos Oportunos","04004475002"
"040044","75003","Credirenovación Con Adquisición de Vivienda Pagos Oportunos con Apoyo Infonavit","04004475003"
"040044","75004","Credirenovación Con Pagos de Pasivo Pagos Oportunos","04004475004"
"040044","75005","Credirenovación Con Segunda Hipoteca Pagos Oportunos","04004475005"
"040044","75006","Credirenovación Con Segunda Hipoteca Pagos Oportunos con Apoyo Infonavit","04004475006"
"040044","75007","Credirenovación Pura Valora tasa del 11.00% con comisión de apertura","04004475007"
"040044","75008","Credirenovación Pura con Apoyo Infonavit Valora tasa del 11.00% con comisión de apertura","04004475008"
"040044","75009","Credirenovación Pura Valora tasa del 11.00% sin comisión de apertura","04004475009"
"040044","7501","Crediresidencial Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447501"
"040044","75010","Credirenovación Pura con Apoyo Infonavit Valora tasa del 11.00% sin comisión de apertura","04004475010"
"040044","75011","Credirenovación Pura Valora tasa del 11.75% con comisión de apertura","04004475011"
"040044","75012","Credirenovación Pura con Apoyo Infonavit Valora tasa del 11.75% con comisión de apertura","04004475012"
"040044","75013","Credirenovación Pura Valora tasa del 11.75% sin comisión de apertura","04004475013"
"040044","75014","Credirenovación Pura con Apoyo Infonavit Valora tasa del 11.75% sin comisión de apertura","04004475014"
"040044","75015","Credirenovación Pura Valora tasa del 12.00% con comisión de apertura","04004475015"
"040044","75016","Credirenovación Pura con Apoyo Infonavit Valora tasa del 12.00% con comisión de apertura","04004475016"
"040044","75017","Credirenovación Pura Valora tasa del 12.00% sin comisión de apertura","04004475017"
"040044","75018","Credirenovación Pura con Apoyo Infonavit Valora tasa del 12.00% sin comisión de apertura","04004475018"
"040044","75019","Credirenovación Pura Valora tasa del 12.50% con comisión de apertura","04004475019"
"040044","7502","Crediresidencial Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447502"
"040044","75020","Credirenovación Pura con Apoyo Infonavit Valora tasa del 12.50% con comisión de apertura","04004475020"
"040044","75021","Credirenovación Pura Valora tasa del 12.50% sin comisión de apertura","04004475021"
"040044","75022","Credirenovación Pura con Apoyo Infonavit Valora tasa del 12.50% sin comisión de apertura","04004475022"
"040044","75023","Credirenovación Pura Valora tasa del 13.00% con comisión de apertura","04004475023"
"040044","75024","Credirenovación Pura con Apoyo Infonavit Valora tasa del 13.00% con comisión de apertura","04004475024"
"040044","75025","Credirenovación Pura Valora tasa del 13.00% sin comisión de apertura","04004475025"
"040044","75026","Credirenovación Pura con Apoyo Infonavit Valora tasa del 13.00% sin comisión de apertura","04004475026"
"040044","75027","Credirenovación Pura Valora tasa del 13.50% con comisión de apertura","04004475027"
"040044","75028","Credirenovación Pura con Apoyo Infonavit Valora tasa del 13.50% con comisión de apertura","04004475028"
"040044","75029","Credirenovación Pura Valora tasa del 13.50% sin comisión de apertura","04004475029"
"040044","7503","Crediresidencial Precio Acorde al Riesgo tasa del 11.75% con comision de apertura","0400447503"
"040044","75030","Credirenovación Pura con Apoyo Infonavit Valora tasa del 13.50% sin comisión de apertura","04004475030"
"040044","75031","Credirenovación Pura Valora tasa del 14.50% con comisión de apertura","04004475031"
"040044","75032","Credirenovación Pura con Apoyo Infonavit Valora tasa del 14.50% con comisión de apertura","04004475032"
"040044","75033","Credirenovación Pura Valora tasa del 14.50% sin comisión de apertura","04004475033"
"040044","75034","Credirenovación Pura con Apoyo Infonavit Valora tasa del 14.50% sin comisión de apertura","04004475034"
"040044","75035","Credirenovación Con Adquisición de Vivienda Valora tasa del 11.00% con comisión de apertura","04004475035"
"040044","75036","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 11.00% con comisión de apertura","04004475036"
"040044","75037","Credirenovación Con Adquisición de Vivienda Valora tasa del 11.00% sin comisión de apertura","04004475037"
"040044","75038","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 11.00% sin comisión de apertura","04004475038"
"040044","75039","Credirenovación Con Adquisición de Vivienda Valora tasa del 11.75% con comisión de apertura","04004475039"
"040044","7504","Crediresidencial Precio Acorde al Riesgo tasa del 11.75% sin comision de apertura","0400447504"
"040044","75040","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 11.75% con comisión de apertura","04004475040"
"040044","75041","Credirenovación Con Adquisición de Vivienda Valora tasa del 11.75% sin comisión de apertura","04004475041"
"040044","75042","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 11.75% sin comisión de apertura","04004475042"
"040044","75043","Credirenovación Con Adquisición de Vivienda Valora tasa del 12.00% con comisión de apertura","04004475043"
"040044","75044","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 12.00% con comisión de apertura","04004475044"
"040044","75045","Credirenovación Con Adquisición de Vivienda Valora tasa del 12.00% sin comisión de apertura","04004475045"
"040044","75046","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 12.00% sin comisión de apertura","04004475046"
"040044","75047","Credirenovación Con Adquisición de Vivienda Valora tasa del 12.50% con comisión de apertura","04004475047"
"040044","75048","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 12.50% con comisión de apertura","04004475048"
"040044","75049","Credirenovación Con Adquisición de Vivienda Valora tasa del 12.50% sin comisión de apertura","04004475049"
"040044","75050","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 12.50% sin comisión de apertura","04004475050"
"040044","75051","Credirenovación Con Adquisición de Vivienda Valora tasa del 13.00% con comisión de apertura","04004475051"
"040044","75052","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 13.00% con comisión de apertura","04004475052"
"040044","75053","Credirenovación Con Adquisición de Vivienda Valora tasa del 13.00% sin comisión de apertura","04004475053"
"040044","75054","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 13.00% sin comisión de apertura","04004475054"
"040044","75055","Credirenovación Con Adquisición de Vivienda Valora tasa del 13.50% con comisión de apertura","04004475055"
"040044","75056","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 13.50% con comisión de apertura","04004475056"
"040044","75057","Credirenovación Con Adquisición de Vivienda Valora tasa del 13.50% sin comisión de apertura","04004475057"
"040044","75058","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 13.50% sin comisión de apertura","04004475058"
"040044","75059","Credirenovación Con Adquisición de Vivienda Valora tasa del 14.50% con comisión de apertura","04004475059"
"040044","75060","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 14.50% con comisión de apertura","04004475060"
"040044","75061","Credirenovación Con Adquisición de Vivienda Valora tasa del 14.50% sin comisión de apertura","04004475061"
"040044","75062","Credirenovación Con Adquisición de Vivienda con Apoyo Infonavit Valora tasa del 14.50% sin comisión de apertura","04004475062"
"040044","75063","Credirenovación Con Pago de Pasivo Valora tasa del 11.00% con comisión de apertura","04004475063"
"040044","75064","Credirenovación Con Pago de Pasivo Valora tasa del 11.00% sin comisión de apertura","04004475064"
"040044","75065","Credirenovación Con Pago de Pasivo Valora tasa del 11.75% con comisión de apertura","04004475065"
"040044","75066","Credirenovación Con Pago de Pasivo Valora tasa del 11.75% sin comisión de apertura","04004475066"
"040044","75067","Credirenovación Con Pago de Pasivo Valora tasa del 12.00% con comisión de apertura","04004475067"
"040044","75068","Credirenovación Con Pago de Pasivo Valora tasa del 12.00% sin comisión de apertura","04004475068"
"040044","75069","Credirenovación Con Pago de Pasivo Valora tasa del 12.50% con comisión de apertura","04004475069"
"040044","7507","Crediresidencial Precio Acorde al Riesgo tasa del 12.00% con comision de apertura","0400447507"
"040044","75070","Credirenovación Con Pago de Pasivo Valora tasa del 12.50% sin comisión de apertura","04004475070"
"040044","75071","Credirenovación Con Pago de Pasivo Valora tasa del 13.00% con comisión de apertura","04004475071"
"040044","75072","Credirenovación Con Pago de Pasivo Valora tasa del 13.00% sin comisión de apertura","04004475072"
"040044","75073","Credirenovación Con Pago de Pasivo Valora tasa del 13.50% con comisión de apertura","04004475073"
"040044","75074","Credirenovación Con Pago de Pasivo Valora tasa del 13.50% sin comisión de apertura","04004475074"
"040044","75075","Credirenovación Con Pago de Pasivo Valora tasa del 14.50% con comisión de apertura","04004475075"
"040044","75076","Credirenovación Con Pago de Pasivo Valora tasa del 14.50% sin comisión de apertura","04004475076"
"040044","75077","Credirenovación Con Segunda Hipoteca Valora tasa del 11.00% con comisión de apertura","04004475077"
"040044","75078","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 11.00% con comisión de apertura","04004475078"
"040044","75079","Credirenovación Con Segunda Hipoteca Valora tasa del 11.00% sin comisión de apertura","04004475079"
"040044","7508","Crediresidencial Precio Acorde al Riesgo tasa del 12.00% sin comision de apertura","0400447508"
"040044","75080","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 11.00% sin comisión de apertura","04004475080"
"040044","75081","Credirenovación Con Segunda Hipoteca Valora tasa del 11.75% con comisión de apertura","04004475081"
"040044","75082","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 11.75% con comisión de apertura","04004475082"
"040044","75083","Credirenovación Con Segunda Hipoteca Valora tasa del 11.75% sin comisión de apertura","04004475083"
"040044","75084","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 11.75% sin comisión de apertura","04004475084"
"040044","75085","Credirenovación Con Segunda Hipoteca Valora tasa del 12.00% con comisión de apertura","04004475085"
"040044","75086","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 12.00% con comisión de apertura","04004475086"
"040044","75087","Credirenovación Con Segunda Hipoteca Valora tasa del 12.00% sin comisión de apertura","04004475087"
"040044","75088","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 12.00% sin comisión de apertura","04004475088"
"040044","75089","Credirenovación Con Segunda Hipoteca Valora tasa del 12.50% con comisión de apertura","04004475089"
"040044","7509","Crediresidencial Precio Acorde al Riesgo tasa del 13.00% con comision de apertura","0400447509"
"040044","75090","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 12.50% con comisión de apertura","04004475090"
"040044","75091","Credirenovación Con Segunda Hipoteca Valora tasa del 12.50% sin comisión de apertura","04004475091"
"040044","75092","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 12.50% sin comisión de apertura","04004475092"
"040044","75093","Credirenovación Con Segunda Hipoteca Valora tasa del 13.00% con comisión de apertura","04004475093"
"040044","75094","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 13.00% con comisión de apertura","04004475094"
"040044","75095","Credirenovación Con Segunda Hipoteca Valora tasa del 13.00% sin comisión de apertura","04004475095"
"040044","75096","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 13.00% sin comisión de apertura","04004475096"
"040044","75097","Credirenovación Con Segunda Hipoteca Valora tasa del 13.50% con comisión de apertura","04004475097"
"040044","75098","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 13.50% con comisión de apertura","04004475098"
"040044","75099","Credirenovación Con Segunda Hipoteca Valora tasa del 13.50% sin comisión de apertura","04004475099"
"040044","7510","Crediresidencial Precio Acorde al Riesgo tasa del 13.00% sin comision de apertura","0400447510"
"040044","75100","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 13.50% sin comisión de apertura","04004475100"
"040044","75101","Credirenovación Con Segunda Hipoteca Valora tasa del 14.50% con comisión de apertura","04004475101"
"040044","75102","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 14.50% con comisión de aper","04004475102"
"040044","75103","Credirenovación Con Segunda Hipoteca Valora tasa del 14.50% sin comisión de aperturatura","04004475103"
"040044","75104","Credirenovación Con Segunda Hipoteca con Apoyo Infonavit Valora tasa del 14.50% sin comisión de apertura","04004475104"
"040044","7511","Crediresidencial Precio Acorde al Riesgo tasa del 13.50% con comision de apertura","0400447511"
"040044","7512","Crediresidencial Precio Acorde al Riesgo tasa del 13.50% sin comision de apertura","0400447512"
"040044","7513","Crediresidencial con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447513"
"040044","7514","Crediresidencial con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447514"
"040044","7515","Crediresidencial con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11.75% con comision de apertur","0400447515"
"040044","7516","Crediresidencial con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11.75% sin comision de apertur","0400447516"
"040044","7519","Crediresidencial con Apoyo Infonavit Precio Acorde al Riesgo tasa del 12.00% con comision de apertur","0400447519"
"040044","7520","Crediresidencial con Apoyo Infonavit Precio Acorde al Riesgo tasa del 12.00% sin comision de apertur","0400447520"
"040044","7521","Crediresidencial con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.00% con comision de apertur","0400447521"
"040044","7522","Crediresidencial con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.00% sin comision de apertur","0400447522"
"040044","7523","Crediresidencial con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.50% con comision de apertur","0400447523"
"040044","7524","Crediresidencial con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.50% sin comision de apertur","0400447524"
"040044","7525","Crideresidencial Desenganchate Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447525"
"040044","7526","Crideresidencial Desenganchate Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447526"
"040044","7527","Crideresidencial Desenganchate Precio Acorde al Riesgo tasa del 11.75% con comision de apertura","0400447527"
"040044","7528","Crideresidencial Desenganchate Precio Acorde al Riesgo tasa del 11.75% sin comision de apertura","0400447528"
"040044","7531","Crideresidencial Desenganchate Precio Acorde al Riesgo tasa del 12.00% con comision de apertura","0400447531"
"040044","7532","Crideresidencial Desenganchate Precio Acorde al Riesgo tasa del 12.00% sin comision de apertura","0400447532"
"040044","7533","Crideresidencial Desenganchate Precio Acorde al Riesgo tasa del 13.00% con comision de apertura","0400447533"
"040044","7534","Crideresidencial Desenganchate Precio Acorde al Riesgo tasa del 13.00% sin comision de apertura","0400447534"
"040044","7535","Crideresidencial Desenganchate Precio Acorde al Riesgo tasa del 13.50% con comision de apertura","0400447535"
"040044","7536","Crideresidencial Desenganchate Precio Acorde al Riesgo tasa del 13.50% sin comision de apertura","0400447536"
"040044","7537","Pasivo Hipotecario Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447537"
"040044","7538","Pasivo Hipotecario Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447538"
"040044","7539","Pasivo Hipotecario Precio Acorde al Riesgo tasa del 11.75% con comision de apertura","0400447539"
"040044","7540","Pasivo Hipotecario Precio Acorde al Riesgo tasa del 11.75% sin comision de apertura","0400447540"
"040044","7543","Pasivo Hipotecario Precio Acorde al Riesgo tasa del 12.00% con comision de apertura","0400447543"
"040044","7544","Pasivo Hipotecario Precio Acorde al Riesgo tasa del 12.00% sin comision de apertura","0400447544"
"040044","7545","Pasivo Hipotecario Precio Acorde al Riesgo tasa del 13.00% con comision de apertura","0400447545"
"040044","7546","Pasivo Hipotecario Precio Acorde al Riesgo tasa del 13.00% sin comision de apertura","0400447546"
"040044","7547","Pasivo Hipotecario Precio Acorde al Riesgo tasa del 13.50% con comision de apertura","0400447547"
"040044","7548","Pasivo Hipotecario Precio Acorde al Riesgo tasa del 13.50% sin comision de apertura","0400447548"
"040044","7551","Preventa Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447551"
"040044","7552","Preventa Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447552"
"040044","7553","Preventa Precio Acorde al Riesgo tasa del 11.75% con comision de apertura","0400447553"
"040044","7554","Preventa Precio Acorde al Riesgo tasa del 11.75% sin comision de apertura","0400447554"
"040044","7557","Preventa Precio Acorde al Riesgo tasa del 12.00% con comision de apertura","0400447557"
"040044","7558","Preventa Precio Acorde al Riesgo tasa del 12.00% sin comision de apertura","0400447558"
"040044","7559","Preventa Precio Acorde al Riesgo tasa del 13.00% con comision de apertura","0400447559"
"040044","7560","Preventa Precio Acorde al Riesgo tasa del 13.00% sin comision de apertura","0400447560"
"040044","7561","Preventa Precio Acorde al Riesgo tasa del 13.50% con comision de apertura","0400447561"
"040044","7562","Preventa Precio Acorde al Riesgo tasa del 13.50% sin comision de apertura","0400447562"
"040044","7563","Preventa con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447563"
"040044","7564","Preventa con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447564"
"040044","7565","Preventa con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11.75% con comision de apertura","0400447565"
"040044","7566","Preventa con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11.75% sin comision de apertura","0400447566"
"040044","7569","Preventa con Apoyo Infonavit Precio Acorde al Riesgo tasa del 12.00% con comision de apertura","0400447569"
"040044","7570","Preventa con Apoyo Infonavit Precio Acorde al Riesgo tasa del 12.00% sin comision de apertura","0400447570"
"040044","7571","Preventa con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.00% con comision de apertura","0400447571"
"040044","7572","Preventa con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.00% sin comision de apertura","0400447572"
"040044","7573","Preventa con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.50% con comision de apertura","0400447573"
"040044","7574","Preventa con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.50% sin comision de apertura","0400447574"
"040044","75743","Renovación Pagos Oportunos","04004475743"
"040044","75744","Renovación Valora","04004475744"
"040044","75745","Renovación 2° Hipoteca Pagos Oportunos","04004475745"
"040044","75746","Renovación 2° Hipoteca Valora","04004475746"
"040044","75747","Renovación y Adquisición Pagos Oportunos","04004475747"
"040044","75748","Renovación y Adquisición Valora","04004475748"
"040044","75749","Renovación y Pago de Pasivos Pagos Oportunos","04004475749"
"040044","7575","Crediconstruccion Integral Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447575"
"040044","75750","Renovación y Pago de Pasivos Valora","04004475750"
"040044","75751","Adquisición Pagos Oportunos","04004475751"
"040044","75752","Adquisición Con Apoyo Pagos Oportunos","04004475752"
"040044","75753","Adquisición Valora","04004475753"
"040044","75754","Adquisición Con Apoyo Valora","04004475754"
"040044","75755","Construcción Pagos Oportunos","04004475755"
"040044","75756","Construcción Con Apoyo Pagos Oportunos","04004475756"
"040044","75757","Construcción Valora","04004475757"
"040044","75758","Construcción Con Apoyo Valora","04004475758"
"040044","75759","Preventa Pagos Oportunos","04004475759"
"040044","7576","Crediconstruccion Integral Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447576"
"040044","75760","Preventa Con Apoyo Pagos Oportunos","04004475760"
"040044","75761","Preventa Valora","04004475761"
"040044","75762","Preventa Con Apoyo Valora","04004475762"
"040044","75763","Pago de Pasivos Pagos Oportunos","04004475763"
"040044","75764","Pago de Pasivos Valora","04004475764"
"040044","75765","Liquidez Vivienda Pagos Oportunos","04004475765"
"040044","75766","Liquidez Vivienda Valora","04004475766"
"040044","75767","Cofinanciamiento Fovissste Alia2 Plus Mancomunados Pagos Oportunos","04004475767"
"040044","75768","Cofinanciamiento Fovissste Alia2 Plus Mancomunados Valora","04004475768"
"040044","75769","Cofinanciamiento Fovissste Respalda2 Mancomunados Pagos Oportunos","04004475769"
"040044","7577","Crediconstruccion Integral Precio Acorde al Riesgo tasa del 11.75% con comision de apertura","0400447577"
"040044","75770","Cofinanciamiento Fovissste Respalda2 Mancomunados Valora","04004475770"
"040044","75771","Cofinanciamiento Fovissste Alia2 Plus Pagos Oportunos","04004475771"
"040044","75772","Cofinanciamiento Fovissste Alia2 Plus Valora","04004475772"
"040044","75773","Cofinanciamiento Fovissste Respalda2 Pagos Oportunos","04004475773"
"040044","75774","Cofinanciamiento Fovissste Respalda2 Valora","04004475774"
"040044","75775","Cofinavit Pagos Oportunos","04004475775"
"040044","75776","Cofinavit Conyugales Pagos Oportunos","04004475776"
"040044","75777","Cofinavit Valora","04004475777"
"040044","75778","Cofinavit Conyugales Valora","04004475778"
"040044","7578","Crediconstruccion Integral Precio Acorde al Riesgo tasa del 11.75% sin comision de apertura","0400447578"
"040044","75780","Adquisición Hipoteca 7 x 5","04004475780"
"040044","75782","Adquisición con Apoyo Hipoteca 7 x 5","04004475782"
"040044","75783","Cofinavit Hipoteca 7 x 5","04004475783"
"040044","75784","Cofinavit Conyugales Hipoteca 7 x 5","04004475784"
"040044","75785","Cofinanciamiento Fovissste Alia2 Plus Mancomunados Hipoteca 7 x 5","04004475785"
"040044","75786","Cofinanciamiento Fovissste Respalda2 Mancomunados Hipoteca 7 x 5","04004475786"
"040044","75787","Cofinanciamiento Fovissste Alia2 Plus Hipoteca 7 x 5","04004475787"
"040044","75788","Cofinanciamiento Fovissste Respalda2  Hipoteca 7 x 5","04004475788"
"040044","75792","Preventa con Apoyo Hipoteca 7 x 5","04004475792"
"040044","75793","Preventa Hipoteca 7 x 5","04004475793"
"040044","75797","Pago de Pasivos Hipoteca 7 x 5","04004475797"
"040044","75798","Pago de Pasivos Valora con Apoyo Infonavit","04004475798"
"040044","75799","Pago de Pasivos Pagos Oportunos con Apoyo Infonavit","04004475799"
"040044","75800","Pago de Pasivos Hipoteca 7x5 con Apoyo Infonavit","04004475800"
"040044","75801","Crediliquidez Libre Pagos Oportunos","04004475801"
"040044","75802","Crediliquidez Libre Hipoteca 7X5","04004475802"
"040044","75803","Crediliquidez Libre Valora","04004475803"
"040044","7581","Crediconstruccion Integral Precio Acorde al Riesgo tasa del 12.00% con comision de apertura","0400447581"
"040044","7582","Crediconstruccion Integral Precio Acorde al Riesgo tasa del 12.00% sin comision de apertura","0400447582"
"040044","7583","Crediconstruccion Integral Precio Acorde al Riesgo tasa del 13.00% con comision de apertura","0400447583"
"040044","7584","Crediconstruccion Integral Precio Acorde al Riesgo tasa del 13.00% sin comision de apertura","0400447584"
"040044","7585","Crediconstruccion Integral Precio Acorde al Riesgo tasa del 13.50% con comision de apertura","0400447585"
"040044","7586","Crediconstruccion Integral Precio Acorde al Riesgo tasa del 13.50% sin comision de apertura","0400447586"
"040044","7587","Crediconstruccion  Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447587"
"040044","7588","Crediconstruccion  Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447588"
"040044","7589","Crediconstruccion  Precio Acorde al Riesgo tasa del 11.75% con comision de apertura","0400447589"
"040044","7590","Crediconstruccion  Precio Acorde al Riesgo tasa del 11.75% sin comision de apertura","0400447590"
"040044","7593","Crediconstruccion  Precio Acorde al Riesgo tasa del 12.00% con comision de apertura","0400447593"
"040044","7594","Crediconstruccion  Precio Acorde al Riesgo tasa del 12.00% sin comision de apertura","0400447594"
"040044","7595","Crediconstruccion  Precio Acorde al Riesgo tasa del 13.00% con comision de apertura","0400447595"
"040044","7596","Crediconstruccion  Precio Acorde al Riesgo tasa del 13.00% sin comision de apertura","0400447596"
"040044","7597","Crediconstruccion  Precio Acorde al Riesgo tasa del 13.50% con comision de apertura","0400447597"
"040044","7598","Crediconstruccion  Precio Acorde al Riesgo tasa del 13.50% sin comision de apertura","0400447598"
"040044","7601","Crediconstruccion con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447601"
"040044","7602","Crediconstruccion con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447602"
"040044","7603","Crediconstruccion con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11.75% con comision de apertu","0400447603"
"040044","7604","Crediconstruccion con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11.75% sin comision de apertu","0400447604"
"040044","7607","Crediconstruccion con Apoyo Infonavit Precio Acorde al Riesgo tasa del 12.00% con comision de apertu","0400447607"
"040044","7608","Crediconstruccion con Apoyo Infonavit Precio Acorde al Riesgo tasa del 12.00% sin comision de apertu","0400447608"
"040044","7609","Crediconstruccion con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.00% con comision de apertu","0400447609"
"040044","7610","Crediconstruccion con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.00% sin comision de apertu","0400447610"
"040044","7611","Crediconstruccion con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.50% con comision de apertu","0400447611"
"040044","7612","Crediconstruccion con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.50% sin comision de apertu","0400447612"
"040044","7621","Crediconstruccion Integral con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11% con comision de","0400447621"
"040044","7622","Crediconstruccion Integral con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11% sin comision de","0400447622"
"040044","7623","Crediconstruccion Integral con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11.75% con comision","0400447623"
"040044","7624","Crediconstruccion Integral con Apoyo Infonavit Precio Acorde al Riesgo tasa del 11.75% sin comision","0400447624"
"040044","7627","Crediconstruccion Integral con Apoyo Infonavit Precio Acorde al Riesgo tasa del 12.00% con comision","0400447627"
"040044","7628","Crediconstruccion Integral con Apoyo Infonavit Precio Acorde al Riesgo tasa del 12.00% sin comision","0400447628"
"040044","7629","Crediconstruccion Integral con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.00% con comision","0400447629"
"040044","7630","Crediconstruccion Integral con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.00% sin comision","0400447630"
"040044","7631","Crediconstruccion Integral con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.50% con comision","0400447631"
"040044","7632","Crediconstruccion Integral con Apoyo Infonavit Precio Acorde al Riesgo tasa del 13.50% sin comision","0400447632"
"040044","7641","Crediliquidez Vivienda Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447641"
"040044","7642","Crediliquidez Vivienda Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447642"
"040044","7643","Crediliquidez Vivienda Precio Acorde al Riesgo tasa del 11.75% con comision de apertura","0400447643"
"040044","7644","Crediliquidez Vivienda Precio Acorde al Riesgo tasa del 11.75% sin comision de apertura","0400447644"
"040044","7647","Crediliquidez Vivienda Precio Acorde al Riesgo tasa del 12.00% con comision de apertura","0400447647"
"040044","7648","Crediliquidez Vivienda Precio Acorde al Riesgo tasa del 12.00% sin comision de apertura","0400447648"
"040044","7649","Crediliquidez Vivienda Precio Acorde al Riesgo tasa del 13.00% con comision de apertura","0400447649"
"040044","7650","Crediliquidez Vivienda Precio Acorde al Riesgo tasa del 13.00% sin comision de apertura","0400447650"
"040044","7651","Crediliquidez Vivienda Precio Acorde al Riesgo tasa del 13.50% con comision de apertura","0400447651"
"040044","7652","Crediliquidez Vivienda Precio Acorde al Riesgo tasa del 13.50% sin comision de apertura","0400447652"
"040044","7661","Cofovissste Alia2 Precio Acorde al Riesgo tasa del 11% con comision de apetura","0400447661"
"040044","7662","Cofovissste Alia2 Precio Acorde al Riesgo tasa del 11% sin comision de apertura","0400447662"
"040044","7663","Cofovissste Alia2 Precio Acorde al Riesgo tasa del 11.75% con comision de apertura","0400447663"
